"person_id","IOC_number","family_name","middle_name","first_name","height","weight","team","position","shoots_chatches","GWG_count","goals","assists","score"
3132333,"IHUSA12103200202","KEOPPLE","","Remington","188","86","United States","GK","L",0,0,0,0
3129728,"IHUSA10401200201","MOORE","Michael","Ian","191","84","United States","D","R",0,0,0,0
3128468,"IHUSA13103200301","BEHRENS","Anthony","Sean","178","80","United States","D","L",0,0,0,0
3129714,"IHUSA13107200201","KAISER","Blane","Wyatt","182","83","United States","D","L",1,2,4,6
3126229,"IHUSA12208200201","FABER","","Brock","184","88","United States","D","R",1,1,2,3
3129710,"IHUSA11204200201","TRUSCOTT","","Jacob","185","81","United States","D","L",0,0,0,0
3128086,"IHUSA11001200201","KLEVEN","Andrew","Tyler","193","94","United States","D","L",0,0,0,0
3129721,"IHUSA11505200302","PEART","Robert","Jack","180","86","United States","D","L",0,0,0,0
3129709,"IHUSA10909200301","HUGHES","Warren","Luke","188","83","United States","D","L",0,1,2,3
3128481,"IHUSA11902200301","HRESCHUK","Michael","Aidan","180","85","United States","D","L",0,0,0,0
3128485,"IHUSA11401200401","NAZAR","James","Frank","179","82","United States","F","R",0,0,0,0
3128478,"IHUSA11507200301","PASTUJOV","Gregory","Sasha","184","83","United States","F","L",0,1,2,3
3128492,"IHUSA11510200401","STRAMEL","Andrew","Charlie","191","98","United States","F","R",0,0,0,0
3132349,"IHUSA11808200201","MCKOWN","","Hunter","184","88","United States","F","R",0,0,0,0
3132350,"IHUSA12603200401","OKE","","Andrew","188","91","United States","GK","L",0,0,0,0
